StateName,CountyName,County_FIPS,Event_name,Year,PropertyDmg,PropertyDmg(ADJ 2023),PropertyDmgPerCapita,Property_Damage_Duration,Duration_Days,Records
FLORIDA,Taylor,12123,Winter Storm 2014 Midwest/Southeast/Northeast,2014,500.0,635.85622,0.02816,1,1,2
WEST VIRGINIA,Taylor,54091,Winter Storm 2014 Midwest/Southeast/Northeast,2014,20000.0,25434.24885,1.48738,2,2,2
KENTUCKY,Taylor,21217,Tornadoes 2021 Dec Southeast/Central,2021,0.0,0.0,0.0,0,1,1
WEST VIRGINIA,Taylor,54091,Winter Storm/Cold Wave 2022 Central/East,2022,1000.0,1064.10147,0.06484,1,1,1
FLORIDA,Taylor,12123,Winter Storm/Cold Wave 2022 Central/East,2022,100000.0,106410.147,4.99273,3,3,4
WEST VIRGINIA,Taylor,54091,Severe Weather 2023 Apr Central/East,2023,400.0,400.0,0.02441,1,1,4
GEORGIA,Terrell,13273,Winter Storm 2014 Midwest/Southeast/Northeast,2014,50000.0,63585.62213,7.00051,2,2,1
MISSOURI,Texas,29215,Tornadoes 2021 Dec Southeast/Central,2021,40000.0,45747.79611,1.83963,1,1,2
INDIANA,Tippecanoe,18157,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,2000.0,2297.11987,0.01232,1,1,2
INDIANA,Tipton,18159,Severe Weather 2023 Apr Central/East,2023,5000.0,5000.0,0.32774,1,1,2
MISSISSIPPI,Tishomingo,28141,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,15000.0,17228.399,0.91417,2,2,2
KENTUCKY,Todd,21219,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,10000.0,11485.59933,0.9347,1,1,2
KENTUCKY,Todd,21219,Tornadoes 2021 Dec Southeast/Central,2021,300000.0,343108.4709,27.89273,1,1,3
TENNESSEE,Trousdale,47169,Winter Storm 2015 Central/East,2015,50000.0,63510.23681,7.89437,1,1,1
OHIO,Trumbull,39155,Tornadoes 2021 Dec Southeast/Central,2021,500.0,571.84745,0.00284,1,1,2
CALIFORNIA,Tulare,6107,Wildfires 2017 CA,2017,11000.0,13276.7573,0.02867,1,24,7
OHIO,Tuscarawas,39157,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,43000.0,49388.07712,0.52995,1,1,12
OHIO,Tuscarawas,39157,Severe Weather 2023 Apr Central/East,2023,5000.0,5000.0,0.05442,1,1,2
GEORGIA,Twiggs,13289,Winter Storm 2014 Midwest/Southeast/Northeast,2014,2500.0,3179.28111,0.37907,1,1,2
WEST VIRGINIA,Tyler,54095,Winter Storm 2014 Midwest/Southeast/Northeast,2014,20000.0,25434.24885,2.79928,2,2,2
WEST VIRGINIA,Tyler,54095,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,500.0,574.27997,0.06927,1,1,2
NEW JERSEY,Union,34039,Winter Storm 2014 Midwest/Southeast/Northeast,2014,5000.0,6358.56221,0.0116,1,1,1
ILLINOIS,Union,17181,Winter Storm 2015 Central/East,2015,50000.0,63510.23681,3.67324,2,2,1
SOUTH CAROLINA,Union,45087,Winter Storm 2015 Central/East,2015,10000.0,12702.04736,0.45796,2,2,1
INDIANA,Union,18161,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,15000.0,17228.399,2.4327,1,1,2
ILLINOIS,Union,17181,Severe Weather 2023 Apr Central/East,2023,1000.0,1000.0,0.06,1,1,1
WEST VIRGINIA,Upshur,54097,Winter Storm 2014 Midwest/Southeast/Northeast,2014,20000.0,25434.24885,1.03131,2,2,2
WEST VIRGINIA,Upshur,54097,Winter Storm/Cold Wave 2022 Central/East,2022,6000.0,6384.60882,0.26934,2,2,3
TEXAS,Upton,48461,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,500.0,574.27997,0.17408,1,1,1
TEXAS,Val Verde,48465,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,10000000.0,11485599.33,241.26876,1,1,1
ARKANSAS,Van Buren,5141,Winter Storm 2014 Midwest/Southeast/Northeast,2014,40000.0,50868.49771,3.01354,1,1,1
TENNESSEE,Van Buren,47175,Winter Storm 2015 Central/East,2015,5000000.0,6351023.681,1115.5847,2,2,1
INDIANA,Vanderburgh,18163,Winter Storm 2015 Central/East,2015,100000.0,127020.4736,0.70003,2,2,3
INDIANA,Vanderburgh,18163,Severe Weather 2023 Apr Central/East,2023,10000.0,10000.0,0.05561,1,1,2
PENNSYLVANIA,Venango,42121,Winter Storm 2014 Midwest/Southeast/Northeast,2014,2000.0,2543.42489,0.04767,2,2,1
PENNSYLVANIA,Venango,42121,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,2000.0,2297.11987,0.04561,1,1,2
CALIFORNIA,Ventura,6111,Wildfires 2017 CA,2017,0.0,0.0,0.0,0,28,3
ILLINOIS,Vermilion,17183,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,110000.0,126341.5926,1.70711,1,1,6
INDIANA,Vermillion,18165,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,5000.0,5742.79967,0.37269,1,1,2
INDIANA,Vigo,18167,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,25000.0,28713.99833,0.27055,1,1,4
OHIO,Vinton,39163,Winter Storm 2014 Midwest/Southeast/Northeast,2014,90000.0,114454.1198,8.66355,4,4,4
OHIO,Vinton,39163,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,226000.0,259574.5449,20.27768,1,1,5
VIRGINIA,Virginia Beach,51810,Winter Storm 2014 Midwest/Southeast/Northeast,2014,1000.0,1271.71244,0.00283,1,1,2
NORTH CAROLINA,Wake,37183,Winter Storm 2014 Midwest/Southeast/Northeast,2014,1350000.0,1716811.798,1.72062,1,1,10
NORTH CAROLINA,Wake,37183,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,2500.0,2871.39983,0.00254,1,1,2
NORTH CAROLINA,Wake,37183,Severe Weather 2023 Apr Central/East,2023,50000.0,50000.0,0.04201,1,1,1
FLORIDA,Wakulla,12129,Winter Storm 2014 Midwest/Southeast/Northeast,2014,188000.0,239081.9392,7.61165,1,1,76
FLORIDA,Wakulla,12129,Winter Storm/Cold Wave 2022 Central/East,2022,100000.0,106410.147,3.02568,3,3,4
MAINE,Waldo,23027,Winter Storm 2018 Jan Central/East,2018,75000.0,89919.86983,2.26533,1,1,1
MAINE,Waldo,23027,Winter Storm/Cold Wave 2022 Central/East,2022,200000.0,212820.2939,5.2868,1,1,1
TEXAS,Walker,48471,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,147000.0,168838.3102,2.20551,1,1,24
GEORGIA,Walton,13297,Tornadoes 2021 Dec Southeast/Central,2021,1000.0,1143.6949,0.01146,1,1,2
FLORIDA,Walton,12131,Winter Storm/Cold Wave 2022 Central/East,2022,150000.0,159615.2204,1.91376,3,3,6
WISCONSIN,Walworth,55127,Severe Weather 2023 Apr Central/East,2023,7000.0,7000.0,0.06615,1,1,2
NEW JERSEY,Warren,34041,Winter Storm 2014 Midwest/Southeast/Northeast,2014,100.0,127.17124,0.00119,1,1,1
TENNESSEE,Warren,47177,Winter Storm 2015 Central/East,2015,2010000.0,2553111.52,63.40141,2,2,2
NEW JERSEY,Warren,34041,Winter Storm 2015 Central/East,2015,5000.0,6351.02368,0.0595,1,1,1
NEW YORK,Warren,36113,Winter Storm 2018 Jan Central/East,2018,0.0,0.0,0.0,0,3,2
PENNSYLVANIA,Warren,42123,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,20000.0,22971.19866,0.59648,1,1,2
KENTUCKY,Warren,21227,Tornadoes 2021 Dec Southeast/Central,2021,0.0,0.0,0.0,0,1,1
INDIANA,Warren,18171,Tornadoes 2021 Dec Southeast/Central,2021,1000.0,1143.6949,0.13536,1,1,2
IOWA,Warren,19181,Severe Weather 2023 Apr Central/East,2023,60000.0,60000.0,1.08686,1,1,1
GEORGIA,Washington,13303,Winter Storm 2014 Midwest/Southeast/Northeast,2014,2500.0,3179.28111,0.15471,1,1,2
FLORIDA,Washington,12133,Winter Storm 2014 Midwest/Southeast/Northeast,2014,3000.0,3815.13733,0.157,1,1,2
OHIO,Washington,39167,Winter Storm 2014 Midwest/Southeast/Northeast,2014,215000.0,273418.1752,4.47112,4,4,4
RHODE ISLAND,Washington,44009,Winter Storm 2014 Midwest/Southeast/Northeast,2014,3000.0,3815.13733,0.03019,1,1,1
VERMONT,Washington,50023,Winter Storm 2018 Jan Central/East,2018,5000.0,5994.65799,0.10311,3,3,1
OHIO,Washington,39167,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,5250.0,6029.93965,0.10109,2,2,6
INDIANA,Washington,18175,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,1000.0,1148.55993,0.04067,1,1,2
PENNSYLVANIA,Washington,42125,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,11000.0,12634.15926,0.06033,1,1,4
MARYLAND,Washington,24043,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,2000.0,2297.11987,0.01485,1,1,4
VERMONT,Washington,50023,Winter Storm/Cold Wave 2022 Central/East,2022,450000.0,478845.6613,7.96549,1,1,1
MINNESOTA,Washington,27163,Winter Storm/Cold Wave 2022 Central/East,2022,0.0,0.0,0.0,0,1,2
FLORIDA,Washington,12133,Winter Storm/Cold Wave 2022 Central/East,2022,50000.0,53205.07347,2.09428,3,3,2
RHODE ISLAND,Washington,44009,Winter Storm/Cold Wave 2022 Central/East,2022,5000.0,5320.50735,0.04085,1,1,1
NORTH CAROLINA,Watauga,37189,Winter Storm 2014 Midwest/Southeast/Northeast,2014,1000.0,1271.71244,0.02427,1,1,1
NORTH CAROLINA,Watauga,37189,Winter Storm 2015 Central/East,2015,5000.0,6351.02368,0.11969,2,2,1
NORTH CAROLINA,Watauga,37189,Winter Storm/Cold Wave 2022 Central/East,2022,10000.0,10641.01469,0.19343,1,1,1
NORTH CAROLINA,Wayne,37191,Winter Storm 2014 Midwest/Southeast/Northeast,2014,500.0,635.85622,0.0051,1,1,2
NEW YORK,Wayne,36117,Winter Storm 2014 Midwest/Southeast/Northeast,2014,24000.0,30521.09862,0.33245,3,3,1
WEST VIRGINIA,Wayne,54099,Winter Storm 2014 Midwest/Southeast/Northeast,2014,20000.0,25434.24885,0.61277,2,2,2
KENTUCKY,Wayne,21231,Winter Storm 2015 Central/East,2015,0.0,0.0,0.0,0,2,2
NEW YORK,Wayne,36117,Winter Storm 2015 Central/East,2015,20000.0,25404.09472,0.2783,2,2,1
WEST VIRGINIA,Wayne,54099,Winter Storm 2015 Central/East,2015,75000.0,95265.35521,2.31255,1,1,1
NEW YORK,Wayne,36117,Winter Storm 2018 Jan Central/East,2018,40000.0,47957.26391,0.53248,3,3,1
TENNESSEE,Wayne,47181,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,8000.0,9188.47946,0.56642,1,1,4
INDIANA,Wayne,18177,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,27000.0,31011.11819,0.46628,1,1,6
INDIANA,Wayne,18177,Tornadoes 2021 Dec Southeast/Central,2021,4000.0,4574.77961,0.06886,1,1,2
KENTUCKY,Wayne,21231,Tornadoes 2021 Dec Southeast/Central,2021,3000.0,3431.08471,0.17564,1,1,18
WEST VIRGINIA,Wayne,54099,Winter Storm/Cold Wave 2022 Central/East,2022,1000000.0,1064101.469,28.01742,2,2,2
MISSOURI,Wayne,29223,Severe Weather 2023 Apr Central/East,2023,201000.0,201000.0,18.59217,1,1,2
TENNESSEE,Weakley,47183,Winter Storm 2015 Central/East,2015,0.0,0.0,0.0,0,5,2
TENNESSEE,Weakley,47183,Tornadoes 2021 Dec Southeast/Central,2021,6100000.0,6976538.907,212.16248,1,1,1
TENNESSEE,Weakley,47183,Severe Weather 2023 Apr Central/East,2023,5000.0,5000.0,0.15113,1,1,2
WEST VIRGINIA,Webster,54101,Winter Storm 2014 Midwest/Southeast/Northeast,2014,20000.0,25434.24885,2.90644,2,2,2
WEST VIRGINIA,Webster,54101,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,6000.0,6891.3596,0.82472,1,1,4
MISSOURI,Webster,29225,Tornadoes 2021 Dec Southeast/Central,2021,250000.0,285923.7257,7.22011,1,1,1
INDIANA,Wells,18179,Severe Weather 2023 Apr Central/East,2023,3000.0,3000.0,0.10506,1,1,4
NEW YORK,Westchester,36119,Winter Storm 2015 Central/East,2015,20000.0,25404.09472,0.02621,1,1,2
VIRGINIA,Westmoreland,51193,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,1000.0,1148.55993,0.06205,1,1,2
PENNSYLVANIA,Westmoreland,42129,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,381000.0,437601.3345,1.23495,1,1,38
TENNESSEE,White,47185,Winter Storm 2015 Central/East,2015,5050000.0,6414533.917,243.27887,2,2,2
KENTUCKY,Whitley,21235,Tornadoes 2021 Dec Southeast/Central,2021,3000.0,3431.08471,0.09333,1,1,4
MARYLAND,Wicomico,24045,Winter Storm 2014 Midwest/Southeast/Northeast,2014,5000.0,6358.56221,0.06273,1,1,2
MARYLAND,Wicomico,24045,Severe Weather 2023 Apr Central/East,2023,1000.0,1000.0,0.00954,1,1,2
GEORGIA,Wilkinson,13319,Winter Storm 2014 Midwest/Southeast/Northeast,2014,3000.0,3815.13733,0.41089,1,1,2
TENNESSEE,Williamson,47187,Winter Storm 2015 Central/East,2015,100000.0,127020.4736,0.6005,1,1,1
TEXAS,Williamson,48491,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,37000.0,42496.71752,0.06904,1,1,10
TENNESSEE,Williamson,47187,Tornadoes 2021 Dec Southeast/Central,2021,15000.0,17155.42354,0.067,1,1,4
ILLINOIS,Williamson,17199,Severe Weather 2023 Apr Central/East,2023,15000.0,15000.0,0.22487,1,1,2
TENNESSEE,Wilson,47189,Winter Storm 2015 Central/East,2015,300000.0,381061.4208,2.96486,2,2,2
TENNESSEE,Wilson,47189,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,1000.0,1148.55993,0.00773,1,1,2
NORTH CAROLINA,Wilson,37195,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,50000.0,57427.99665,0.72874,1,1,2
TENNESSEE,Wilson,47189,Tornadoes 2021 Dec Southeast/Central,2021,1050000.0,1200879.648,7.89865,1,1,11
VERMONT,Windham,50025,Winter Storm/Cold Wave 2022 Central/East,2022,20000.0,21282.02939,0.46367,1,1,1
VERMONT,Windsor,50027,Winter Storm 2014 Midwest/Southeast/Northeast,2014,5000.0,6358.56221,0.1141,2,2,1
VERMONT,Windsor,50027,Winter Storm 2018 Jan Central/East,2018,5000.0,5994.65799,0.10843,2,2,1
VERMONT,Windsor,50027,Winter Storm/Cold Wave 2022 Central/East,2022,225000.0,239422.8306,4.11733,1,1,2
WEST VIRGINIA,Wirt,54105,Winter Storm 2014 Midwest/Southeast/Northeast,2014,20000.0,25434.24885,4.39203,2,2,2
KENTUCKY,Wolfe,21237,Tornadoes 2021 Dec Southeast/Central,2021,0.0,0.0,0.0,0,1,6
OHIO,Wood,39173,Winter Storm 2014 Midwest/Southeast/Northeast,2014,350000.0,445099.3549,3.44142,2,2,2
WEST VIRGINIA,Wood,54107,Winter Storm 2014 Midwest/Southeast/Northeast,2014,200000.0,254342.4885,2.94157,2,2,2
WEST VIRGINIA,Wood,54107,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,8500.0,9762.75943,0.11603,1,1,4
OHIO,Wood,39173,Tornadoes 2021 Dec Southeast/Central,2021,5000.0,5718.47451,0.04388,1,1,1
ARKANSAS,Woodruff,5147,Tornadoes 2021 Dec Southeast/Central,2021,500000.0,571847.4514,93.04384,1,1,1
MARYLAND,Worcester,24047,Winter Storm 2014 Midwest/Southeast/Northeast,2014,27000.0,34336.23595,0.66579,1,1,4
MASSACHUSETTS,Worcester,25027,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,300.0,344.56798,0.0004,1,1,1
MASSACHUSETTS,Worcester,25027,Winter Storm/Cold Wave 2022 Central/East,2022,9000.0,9576.91323,0.0111,1,1,3
GEORGIA,Worth,13321,Winter Storm 2014 Midwest/Southeast/Northeast,2014,50000.0,63585.62213,3.02486,2,2,1
MISSOURI,Wright,29229,Tornadoes 2021 Dec Southeast/Central,2021,151000.0,172697.9303,9.27436,1,1,5
NEW YORK,Wyoming,36121,Winter Storm 2014 Midwest/Southeast/Northeast,2014,82000.0,104280.4203,2.53545,3,3,4
WEST VIRGINIA,Wyoming,54109,Winter Storm 2014 Midwest/Southeast/Northeast,2014,20000.0,25434.24885,1.12661,2,2,2
WEST VIRGINIA,Wyoming,54109,Winter Storm 2015 Central/East,2015,20000.0,25404.09472,1.14572,1,1,1
VIRGINIA,Wythe,51197,Winter Storm 2014 Midwest/Southeast/Northeast,2014,50000.0,63585.62213,2.18929,1,1,1
VIRGINIA,Wythe,51197,Severe Weather/Hail/Tornadoes 2020 North/Central,2020,12000.0,13782.7192,0.48661,1,1,2
VIRGINIA,Wythe,51197,Tornadoes 2021 Dec Southeast/Central,2021,1500.0,1715.54235,0.06083,1,1,2
NORTH CAROLINA,Yancey,37199,Winter Storm 2015 Central/East,2015,1000.0,1270.20474,0.07235,2,2,1
NEW YORK,Yates,36123,Severe Weather 2023 Apr Central/East,2023,53000.0,53000.0,2.16574,1,1,6
VIRGINIA,York,51199,Winter Storm 2014 Midwest/Southeast/Northeast,2014,3000.0,3815.13733,0.05731,1,1,2
MAINE,York,23031,Winter Storm 2015 Central/East,2015,5000.0,6351.02368,0.03156,1,1,1
SOUTH CAROLINA,York,45091,Winter Storm 2015 Central/East,2015,5000.0,6351.02368,0.02534,2,2,1
MAINE,York,23031,Winter Storm 2018 Jan Central/East,2018,750000.0,899198.6983,4.3602,1,1,1
MAINE,York,23031,Winter Storm/Cold Wave 2022 Central/East,2022,15000000.0,15961522.04,73.57235,1,1,1
CALIFORNIA,Yuba,6115,Wildfires 2017 CA,2017,0.0,0.0,0.0,0,3,1
MISSISSIPPI,Adams,28001,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,5000.0,6351.02368,0.20117,1,1,2
VERMONT,Addison,50001,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,20000.0,25404.09472,0.68797,1,1,2
NEW YORK,Albany,36001,Flooding 2023 Dec East,2023,12000.0,12000.0,0.0379,2,2,7
ILLINOIS,Alexander,17003,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,1000.0,1270.20474,0.18787,1,1,1
OKLAHOMA,Alfalfa,40003,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,146000.0,185449.8915,31.41621,2,2,1
MICHIGAN,Alger,26003,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,5000.0,6351.02368,0.68652,1,1,1
KENTUCKY,Anderson,21005,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,20000.0,25404.09472,1.16048,1,1,1
MAINE,Androscoggin,23001,Flooding 2023 Dec East,2023,560000.0,560000.0,4.92243,3,3,1
MICHIGAN,Antrim,26009,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,8000.0,10161.63789,0.4412,1,1,1
MICHIGAN,Antrim,26009,Hail 2022 North Central,2022,252000.0,268153.5703,11.05104,1,1,8
COLORADO,Arapahoe,8005,Hail 2018 Colorado,2018,276400000.0,331384693.6,508.87141,1,1,1
MISSISSIPPI,Attala,28007,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,3000.0,3810.61421,0.20407,1,1,2
TEXAS,Bailey,48017,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,6000000.0,7621228.417,1055.27948,2,2,1
KENTUCKY,Ballard,21007,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,1000.0,1270.20474,0.1546,1,1,1
MICHIGAN,Baraga,26013,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,5000.0,6351.02368,0.73995,1,1,1
MISSOURI,Barry,29009,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,5000000.0,6351023.681,179.86473,1,1,1
INDIANA,Bartholomew,18005,Hail 2022 North Central,2022,15000.0,15961.52204,0.1914,1,1,4
WISCONSIN,Bayfield,55007,Hail 2022 North Central,2022,10000.0,10641.01469,0.63875,1,1,2
OKLAHOMA,Beckham,40009,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,1633000.0,2074244.334,88.03719,2,2,1
TENNESSEE,Bedford,47003,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,50000.0,63510.23681,1.35353,1,1,1
KENTUCKY,Bell,21013,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,2000.0,2540.40947,0.09275,1,1,2
MISSISSIPPI,Benton,28009,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,1960000.0,2489601.283,305.21041,1,1,1
MICHIGAN,Benzie,26019,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,12000.0,15242.45683,0.87636,1,1,1
PENNSYLVANIA,Berks,42011,Flooding 2023 Dec East,2023,50000.0,50000.0,0.11552,1,1,1
MASSACHUSETTS,Berkshire,25003,Flooding 2023 Dec East,2023,35000.0,35000.0,0.27599,2,2,5
NEW MEXICO,Bernalillo,35001,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,1666.67,2117.01213,0.00313,2,2,1
TEXAS,Bexar,48029,Hail 2016 Apr North/Central TX,2016,1360000000.0,1675477168.0,868.33434,1,1,1
OKLAHOMA,Blaine,40011,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,2819000.0,3580707.151,367.28969,2,2,1
TENNESSEE,Bledsoe,47007,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,5000.0,6351.02368,0.43833,2,2,1
MISSISSIPPI,Bolivar,28011,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,25000.0,31755.1184,0.95421,1,1,2
MISSOURI,Bollinger,29017,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,20000.0,25404.09472,2.06202,1,1,2
ILLINOIS,Bond,17005,Hail 2022 North Central,2022,30000.0,31923.04408,1.93052,1,1,3
TEXAS,Bowie,48037,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,65000.0,82563.30785,0.88309,1,1,3
KENTUCKY,Boyd,21019,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,10000.0,12702.04736,0.26187,1,1,1
KENTUCKY,Bracken,21023,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,5000.0,6351.02368,0.76629,1,1,2
PENNSYLVANIA,Bradford,42015,Flooding 2023 Dec East,2023,20000.0,20000.0,0.33504,1,1,2
TENNESSEE,Bradley,47011,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,3000.0,3810.61421,0.03674,1,1,2
ARKANSAS,Bradley,5011,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,75000.0,95265.35521,8.65498,1,1,1
WEST VIRGINIA,Braxton,54007,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,50000.0,63510.23681,4.41903,1,1,1
TEXAS,Brazoria,48039,Hail 2016 Apr North/Central TX,2016,86000.0,105949.2915,0.29948,1,1,14
TEXAS,Briscoe,48045,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,50000.0,63510.23681,41.92095,1,1,1
NEW YORK,Broome,36007,Flooding 2023 Dec East,2023,43000.0,43000.0,0.2193,3,3,5
WISCONSIN,Brown,55009,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,1000.0,1270.20474,0.00493,2,2,1
INDIANA,Brown,18013,Hail 2022 North Central,2022,80000.0,85128.11756,5.46148,1,1,3
WISCONSIN,Buffalo,55011,Hail 2021 Ohio,2021,1050000.0,1200879.648,90.1223,1,1,4
KENTUCKY,Butler,21031,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,75000.0,95265.35521,7.48118,1,1,1
MISSOURI,Butler,29023,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,3000.0,3810.61421,0.089,4,4,2
OKLAHOMA,Caddo,40015,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,5090000.0,6465342.107,219.69289,2,2,1
LOUISIANA,Caddo,22017,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,255000.0,323902.2077,1.28859,1,1,2
VERMONT,Caledonia,50005,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,10000.0,12702.04736,0.41452,1,1,1
WEST VIRGINIA,Calhoun,54013,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,10000.0,12702.04736,1.70132,1,1,1
ARKANSAS,Calhoun,5013,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,150000.0,190530.7104,36.63348,1,1,2
KENTUCKY,Calloway,21035,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,56000.0,71131.46522,1.84002,1,1,4
MISSOURI,Camden,29029,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,2000000.0,2540409.472,56.77781,2,2,1
TEXAS,Camp,48063,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,30000.0,38106.14208,2.99859,1,1,1
KENTUCKY,Campbell,21037,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,17500.0,22228.58288,0.24176,1,1,2
OKLAHOMA,Canadian,40017,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,8664000.0,11005053.83,82.60254,2,2,1
MISSOURI,Cape Girardeau,29031,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,6000.0,7621.22842,0.09742,1,1,4
KENTUCKY,Carlisle,21039,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,1000.0,1270.20474,0.26157,1,1,1
MISSISSIPPI,Carroll,28015,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,5000.0,6351.02368,0.62259,1,1,1
NEW HAMPSHIRE,Carroll,33003,Flooding 2023 Dec East,2023,590000.0,590000.0,11.24924,1,1,4
MISSOURI,Carter,29035,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,115000.0,146073.5447,23.27494,1,1,2
KENTUCKY,Carter,21043,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,15000.0,19053.07104,0.69428,1,1,1
TEXAS,Castro,48069,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,4000000.0,5080818.945,651.63767,2,2,1
LOUISIANA,Catahoula,22025,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,3000.0,3810.61421,0.38004,1,1,2
TEXAS,Chambers,48071,Hail 2016 Apr North/Central TX,2016,30000.0,36959.05518,0.91831,1,1,1
OHIO,Champaign,39021,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,8000.0,10161.63789,0.26088,1,1,2
ILLINOIS,Champaign,17019,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,65000.0,82563.30785,0.3946,1,1,2
SOUTH CAROLINA,Charleston,45019,Flooding 2023 Dec East,2023,40000.0,40000.0,0.09426,1,1,3
MICHIGAN,Charlevoix,26029,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,12000.0,15242.45683,0.58148,1,1,1
NEW MEXICO,Chaves,35005,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,200000000.0,254040947.2,3856.23345,2,2,2
MICHIGAN,Cheboygan,26031,Flooding/Severe Weather/Tornadoes 2015 Texas/Midwest,2015,22000.0,27944.50419,1.10044,1,1,1
NEW YORK,Chenango,36017,Flooding 2023 Dec East,2023,2000.0,2000.0,0.04355,2,2,1
